purchase,ad,clicked,browse,income_level,age
1710,1,1.0,1.0,2330.9525635924747,32.17516281707032
1350,1,1.0,0.0,1492.1388277451115,33.23202154174552
1330,0,0.0,0.0,1465.7773344186085,31.05144302905919
1170,1,1.0,0.0,1447.302966025382,31.14890204741475
1310,0,0.0,0.0,1716.2477942393632,29.199699589434054
1420,1,1.0,1.0,2041.0738973997368,29.532323065265302
1680,0,0.0,0.0,2651.5163285623307,25.64675560781626
1400,1,1.0,0.0,1761.9910762143973,29.249184952343427
1710,0,0.0,0.0,3386.4545573621654,34.70369934748377
1500,1,1.0,1.0,1773.201573445791,29.680715213760216
1610,1,0.0,0.0,2539.4363371389927,29.807764302786513
1120,0,0.0,0.0,1377.2013549206467,32.54861834468998
1300,0,0.0,0.0,1639.3328209321392,23.42750898375281
1290,1,1.0,1.0,1457.5702223691874,31.380430357970955
1610,0,0.0,0.0,2332.289904414542,29.40608101859608
1430,1,1.0,1.0,1499.7059072617897,27.236877215177646
1420,1,1.0,1.0,1585.8755238041206,40.54450069612743
1570,1,1.0,1.0,1809.8237847257817,31.42057378672952
1280,0,0.0,0.0,1550.5717420351107,31.295711335284167
1530,1,1.0,1.0,1931.472838315688,28.55501180001775
1220,0,0.0,0.0,1893.305947295661,23.636580312502673
1380,0,0.0,0.0,1971.4692494166452,30.845310785395966
1420,0,0.0,0.0,1678.159528767834,23.55715865599749
1090,1,1.0,1.0,1302.898233583164,29.395052348695575
1250,1,1.0,0.0,1531.9033674789455,32.080563118411405
1450,1,1.0,0.0,1892.5215739624384,33.252218327804385
1370,1,1.0,1.0,1973.3304158940261,32.5430925821299
1500,0,0.0,0.0,2508.212574175186,30.91585721887502
1420,0,0.0,0.0,1852.4853368929598,30.723121026628505
1440,1,1.0,1.0,1610.2945779067954,22.548792026422298
1230,1,1.0,1.0,1389.7187939233022,31.88025653789949
1270,0,0.0,0.0,1806.967411583944,23.552008924749856
1200,1,1.0,1.0,1298.0826447593363,41.453580323519546
1390,1,1.0,1.0,1947.5524792594429,32.106941331976934
1420,0,0.0,0.0,2094.0439496552353,31.021187219212642
1220,0,0.0,0.0,1637.6544763693682,40.08712369000374
1310,1,0.0,0.0,1639.926249229828,32.74481144470375
1400,0,0.0,0.0,1915.2107813224127,38.24613226754201
1390,0,0.0,0.0,1589.7578322245856,28.79627307757495
1570,0,0.0,0.0,2400.7938233177256,34.944336301771095
1150,1,1.0,1.0,1233.6350491872513,24.120318703968294
1460,1,1.0,1.0,1579.9956128658025,35.73104285863892
1540,1,1.0,1.0,2212.9902598231242,37.52675194026367
1260,1,0.0,0.0,1636.8160853229797,20.144915246685386
1260,1,1.0,0.0,1525.9605850478874,34.88526043603714
1270,1,1.0,1.0,1586.1370129626966,31.877823503879704
1300,0,0.0,0.0,1347.8519916673645,29.91330221246177
1190,0,0.0,0.0,1376.7478347465508,27.14270846723039
1470,1,1.0,1.0,2059.793815106404,28.09277381547206
1450,1,1.0,1.0,1738.8364427750314,38.88229822973768
1600,1,1.0,1.0,2053.7955331895373,27.890350800132886
1450,1,1.0,1.0,1981.4136825240844,30.588644578731678
1550,1,0.0,0.0,2484.1294750035704,27.269702542498322
1440,1,1.0,0.0,1928.2111771567088,26.107996355520292
1610,0,0.0,0.0,2693.6112779525442,28.2714722270761
1400,1,1.0,1.0,1970.590442788686,28.160302580642185
1430,1,1.0,1.0,2047.9456169325142,38.782767371219116
1210,1,1.0,1.0,1254.7278738194723,28.248022348663255
1420,1,1.0,1.0,1947.5806341936136,29.1314121870288
1360,1,1.0,1.0,1793.7576956646221,35.22130093388548
1360,1,1.0,1.0,1632.3822173562992,28.461277806633227
1290,1,1.0,1.0,1366.4455579716264,28.291122071392095
1580,0,0.0,0.0,2180.6172277419055,31.353380996723264
1300,1,1.0,0.0,1310.8468937524146,20.640754995925132
1640,0,0.0,0.0,2664.567174290538,32.524270512938514
1390,1,1.0,1.0,1378.8814700524179,29.366837116023966
1460,0,0.0,0.0,1829.9128382733634,34.088999144799565
1560,1,1.0,0.0,2271.8343449231656,24.756632165777994
1240,1,1.0,0.0,1461.8076271540504,40.408405920786336
1280,0,0.0,0.0,1176.9210303944371,16.58966151618454
1250,0,0.0,0.0,1208.8817040035256,23.582027700921643
1410,1,1.0,0.0,1679.4627815987646,27.558305058643544
1590,1,1.0,0.0,2437.620608810653,26.5338692073262
1220,0,0.0,0.0,1507.0176472109465,36.17221214352419
1350,1,1.0,1.0,1482.2173252391106,23.945573484132616
1350,0,0.0,0.0,1781.469293879869,30.88785138250083
1380,1,1.0,1.0,1835.8225132130424,29.76569893558842
1290,1,1.0,0.0,1430.432341195387,26.87141724557551
1860,0,0.0,0.0,3034.5401269412864,26.71627243521394
1370,0,0.0,0.0,1879.6622133888511,34.727534232072024
1520,0,0.0,0.0,2144.6676583267404,31.110334207846424
1260,1,1.0,1.0,1544.5637174720819,31.04107198926906
1170,1,0.0,0.0,1564.930528910907,31.439702245973532
1220,0,0.0,0.0,1807.4064166789228,38.20014782170657
1320,0,0.0,0.0,1325.4748672228452,26.420845394961987
1220,0,0.0,0.0,1420.3164292046552,32.706628126238364
1320,0,0.0,0.0,1620.8164882559722,28.72519788239041
1320,0,0.0,0.0,1471.8665884373784,33.39199194320204
1260,0,0.0,0.0,1723.3425040133739,31.844998140463158
1240,0,0.0,0.0,1548.907116693999,25.994417524313782
1250,0,0.0,0.0,1199.8742319944677,22.94109224266178
1430,1,1.0,1.0,1973.2311655911878,25.540714544700215
1560,0,0.0,0.0,2685.6707278143576,35.65045568309839
1470,1,1.0,1.0,1898.5763897823851,27.114470010123966
1380,0,0.0,0.0,1972.6498573990891,31.410517738452224
1430,1,1.0,1.0,1735.7500295877926,25.07746171014852
1550,1,1.0,1.0,2077.7279000894564,31.361432152729922
1280,1,1.0,1.0,1351.7290019267039,25.255468896714167
1360,1,1.0,1.0,1547.0922707924383,34.62162383898738
1370,1,1.0,1.0,1603.172536042785,26.681503307224517
1400,1,1.0,0.0,1817.5761541686945,30.936133730230466
1320,1,1.0,1.0,1887.8054845386173,33.98457682187819
1430,0,0.0,0.0,2098.1921227233893,21.09637128895813
1590,0,0.0,0.0,1990.31854394973,25.80231012637673
1350,0,0.0,0.0,1632.0697280367756,40.915455057905824
1380,1,1.0,1.0,1814.5516242053252,30.595999091155573
1520,1,1.0,1.0,2020.2632593876874,29.502359481219532
1260,1,1.0,1.0,1541.3200312641698,23.740627784165774
1430,0,0.0,0.0,1860.5922214378463,34.54965535146974
1550,0,0.0,0.0,2599.779236037998,38.1901285907679
1230,1,1.0,0.0,1245.6792339714393,29.312326690514407
1470,0,0.0,0.0,1733.2906639051178,28.56836715073301
1270,0,0.0,0.0,1782.5685637987476,39.50966732184917
1620,1,1.0,1.0,1943.6848899243537,19.23641741288471
1510,1,1.0,1.0,2707.548086748704,30.729006042432204
1170,0,0.0,0.0,1344.0717406115818,32.3341636064795
1500,0,0.0,0.0,2043.7515865053078,37.2548621328844
1270,0,0.0,0.0,1744.9696596188037,27.6905098488806
1160,0,0.0,0.0,1261.4974607690292,32.1219408382511
1450,0,0.0,0.0,1623.6087912756716,33.43824177121022
1280,0,0.0,0.0,1613.597427010189,26.8396882361617
1410,1,1.0,1.0,1863.426011998057,35.7232935277116
1620,0,0.0,0.0,2451.0134092748744,31.034329608070525
1330,0,0.0,0.0,1272.2894138679703,37.88658998487175
1140,0,0.0,0.0,1158.1999556719893,30.670543071060244
1520,0,0.0,0.0,1797.1797917107817,24.424953721473724
1600,0,0.0,0.0,2251.6149918210604,25.52124250539933
1380,1,1.0,1.0,1704.2309133484644,37.11407649268196
1650,1,1.0,1.0,2571.496805921601,26.328461537597764
1340,1,1.0,1.0,2025.3330430064764,33.11844313387431
1260,0,0.0,0.0,1543.3296439786566,25.82605128180553
1510,0,0.0,0.0,2324.3617975025168,37.70144415090015
1440,0,0.0,0.0,2144.133295909472,23.673229389828034
1490,1,1.0,1.0,1878.1562544046767,25.629959722037384
1160,0,0.0,0.0,1158.0355161141788,26.312845923553446
1380,0,0.0,0.0,1825.9008774224565,30.704912573648876
1700,0,0.0,0.0,2405.666738276857,29.58286667197606
1250,1,0.0,0.0,1908.9231283001932,42.191889828823605
1490,0,0.0,0.0,1978.6678954496097,16.983111840742097
1550,1,1.0,1.0,2564.597768271158,30.75790807070407
1270,0,0.0,0.0,1469.4846689778929,31.396730156119187
1350,0,0.0,0.0,1603.1991993474417,28.839585525342063
1260,0,0.0,0.0,2257.6925103360313,41.94908588770824
1330,0,0.0,0.0,1573.623038568262,31.489105599673266
1630,1,1.0,1.0,2258.9311468847204,26.983475353933265
1280,1,1.0,1.0,1371.5855693464978,29.594983607569013
1350,1,1.0,1.0,1456.513002554096,29.12346522962407
1360,1,1.0,1.0,1985.487172402529,28.320006906520987
1130,0,0.0,0.0,1108.3070496296973,26.848175630054723
1410,0,0.0,0.0,1651.8379521256168,32.71015074309498
1420,1,1.0,0.0,2181.840548984777,39.05275462056572
1190,0,0.0,0.0,1258.870811001945,29.028919554019886
1510,0,0.0,0.0,2184.0909317637265,28.67363037014617
1580,1,1.0,1.0,1670.0876264009112,29.32193754258167
1240,1,1.0,1.0,1142.9402909449675,28.360365950914513
1230,1,1.0,1.0,1288.938729406867,18.50040855150249
1170,1,1.0,1.0,1319.988497940362,32.359285272967945
1540,0,0.0,0.0,2303.1811188752945,28.726309747047797
1520,1,1.0,1.0,1970.4292982369282,27.62298366678286
1390,1,1.0,1.0,1896.8708683429354,26.408723759817804
1420,0,0.0,0.0,2060.8564015569455,33.40261467989021
1620,0,0.0,0.0,2616.752934587044,24.16572224865968
1340,1,1.0,1.0,1732.264058851411,31.328040640006446
1290,1,1.0,1.0,1461.8132779670423,26.985621215364223
1560,1,1.0,1.0,2465.324445677231,28.791841222394396
1360,1,1.0,1.0,1838.65062751597,32.32488177512249
1140,0,0.0,0.0,1632.1473810242114,35.03109573123998
1390,1,1.0,1.0,1717.161812978502,24.930164743465138
1280,0,0.0,0.0,1608.7472662770779,29.608508233233565
1260,0,0.0,0.0,1327.6094412035427,26.041580649818478
1380,0,0.0,0.0,1857.0901230213003,23.82198822355909
1440,0,0.0,0.0,1700.1854670480877,28.582794714231113
1480,0,0.0,0.0,1743.665689226969,32.01718343875856
1380,0,0.0,0.0,1765.0059958501029,39.8995528841679
1490,0,0.0,0.0,2118.3214656225923,27.737258628983128
1550,0,0.0,0.0,2211.031697826821,28.54545576454436
1410,1,1.0,1.0,1696.099349794065,39.36601232885427
1370,0,0.0,0.0,1479.2450259615464,32.0540170508096
1680,1,0.0,0.0,2861.928112371299,27.91364248876489
1540,0,0.0,0.0,2130.0249973013892,35.17941225649546
1410,0,0.0,0.0,1888.5283151950641,31.360392940756906
1280,1,1.0,0.0,1900.0145335416225,37.836980710353366
1440,1,1.0,1.0,1745.2875802679387,31.66698739101532
1510,0,0.0,0.0,2341.667836322773,29.17762886988337
1380,1,1.0,1.0,1925.943544263125,20.55670338974321
1410,0,0.0,0.0,1468.2669615609839,22.206689243486785
1420,0,0.0,0.0,1810.912068671793,31.024945198237216
1630,0,0.0,0.0,2201.998723988114,23.95721062001077
1460,0,0.0,0.0,1906.2084626782316,32.019681668509214
1420,1,1.0,1.0,1800.958812451388,32.54837823696322
1630,0,0.0,0.0,2633.4996516776937,24.597539535884774
1300,1,1.0,0.0,1476.7632830771388,29.624725455819913
1340,0,0.0,0.0,1778.526706559865,34.6597639891904
1200,1,0.0,0.0,1687.0046645427362,31.4502843437091
1220,0,0.0,0.0,1244.9092083704709,37.191763974955464
1410,0,0.0,0.0,1630.1727180786113,18.73965169263372
1340,0,0.0,0.0,1655.545363487533,37.473185128897924
1460,1,1.0,1.0,1889.9182013774785,29.590681811838255
1330,0,0.0,0.0,1283.1481848667968,25.597951662809646
1540,1,1.0,1.0,2154.8353125513663,30.71762296459228
1260,1,1.0,1.0,1345.3791048500639,29.40781473891559
1270,1,1.0,1.0,1558.0309693493418,32.8575934412238
1370,1,0.0,0.0,1484.7243332230657,26.92363025497611
1580,1,1.0,1.0,2399.891478881196,23.90789348914743
1480,0,0.0,0.0,2323.776106377231,35.63403642016632
1600,1,1.0,0.0,2405.0001608872058,19.22637554400916
1260,0,0.0,0.0,1447.5866385878417,38.00946422879811
1440,1,1.0,1.0,1904.1188048647252,27.191674979927583
1350,0,0.0,0.0,1663.1294217568598,31.544118805940734
1360,1,1.0,1.0,1757.4589533143928,42.475631234870654
1570,0,0.0,0.0,2382.414593250754,28.2587999673795
1280,0,0.0,0.0,1851.4876986081838,28.525389622890337
1350,0,0.0,0.0,1581.1243422374457,30.98659146642439
1590,1,1.0,1.0,2102.93389281449,21.67775497030115
1590,0,0.0,0.0,1984.5802878450916,23.793843466486038
1500,0,0.0,0.0,2746.891387416764,33.546219493775865
1420,1,1.0,0.0,2283.5314022942557,26.95501125126542
1390,0,0.0,0.0,2157.9199878375816,27.971802996357205
1380,0,0.0,0.0,1735.1297853467152,35.47040766299615
1390,0,0.0,0.0,1960.2994829711815,32.16251048335353
1410,1,1.0,0.0,2197.5033271706993,36.61237883186914
1430,0,0.0,0.0,1570.5044382737174,26.978292991327944
1390,1,0.0,0.0,2163.050792310259,36.51584703262074
1420,0,0.0,0.0,1695.0756031148392,21.989891241812785
1090,0,0.0,0.0,1462.3379206625457,36.62037872743358
1310,1,1.0,1.0,1771.9826227365193,34.1243280658405
1550,1,1.0,0.0,2403.623426810316,34.64438976100402
1300,1,1.0,1.0,1650.6616415229328,31.08089799048629
1170,0,0.0,0.0,1449.3574457428197,33.13439786149149
1240,0,0.0,0.0,1459.150141908321,28.708714889465185
1170,0,0.0,0.0,1291.9318922226446,30.15707718383462
1460,0,0.0,0.0,2295.7756044143466,37.264698082301045
1220,1,1.0,1.0,1040.756566791475,32.58769946812516
1580,1,1.0,1.0,2163.756406714435,38.15388341100804
1280,1,1.0,0.0,1445.816715886934,29.55766063129504
1260,1,1.0,0.0,1540.3310924329949,27.712481949905754
1480,1,1.0,0.0,2007.8803198941205,32.070848753507036
1280,0,0.0,0.0,1662.330408586273,38.177483108691575
1160,0,0.0,0.0,1421.6616032049708,35.69595006845269
1450,1,1.0,0.0,1785.108855445183,26.456277872093306
1480,0,0.0,0.0,1891.4402416589219,29.74824251792637
1310,1,1.0,1.0,1705.502315223249,31.29203946394885
960,0,0.0,0.0,856.6905624266676,30.13924922485341
1480,0,0.0,0.0,2263.7895702343067,31.627707890363588
1190,1,1.0,1.0,1230.3804246764564,42.78105231270097
1470,1,1.0,1.0,1724.118473305863,28.21179828894631
1440,0,0.0,0.0,1542.5982295583583,38.97055442497094
1500,0,0.0,0.0,2207.6014234178024,33.6116740194525
1570,0,0.0,0.0,2597.773053792688,28.479099942257896
1330,1,1.0,1.0,1577.0117517951337,30.24919355970356
1300,0,0.0,0.0,1655.6016441204513,31.688334300010265
1160,0,0.0,0.0,1349.9149077008985,32.711846406630876
1590,1,1.0,1.0,2136.624429396225,30.62916018326863
1220,0,0.0,0.0,1161.1293372899856,26.32613444199232
1400,1,1.0,1.0,1719.5253884068866,25.624478494497616
1500,0,0.0,0.0,2026.0955555000749,30.13891533938375
1400,0,0.0,0.0,2328.06170561075,21.597669246386367
1410,0,0.0,0.0,1722.0467461804271,32.713409957157836
1290,1,1.0,1.0,1331.0902751151498,26.071814352309516
1710,1,1.0,0.0,2914.0553945368742,30.52276026594292
1480,0,0.0,0.0,1717.3084588261133,36.84040590086323
1270,1,1.0,1.0,1519.3622774043656,25.684899472601437
1260,1,1.0,1.0,1552.1478447196407,33.13235514840806
1640,1,1.0,1.0,2564.233989062002,30.313568114966962
1240,1,1.0,1.0,1085.1786071696022,34.29081647492676
1490,0,0.0,0.0,1749.2594923812935,35.270247110459096
1390,0,0.0,0.0,1687.8256850902935,25.3934597610351
1540,1,1.0,1.0,2081.911560068831,21.19456277559543
1420,1,0.0,0.0,2013.5657794896183,31.18468680916417
1290,1,1.0,1.0,1484.0977723837295,31.87103773655186
1370,0,0.0,0.0,1233.1167522457213,27.013000332252325
1300,0,0.0,0.0,1468.6399965480641,31.63732255099095
1330,1,1.0,1.0,1591.6532613926706,43.62538856558615
1350,0,0.0,0.0,1823.4337997481746,30.625793481214085
1360,0,0.0,0.0,1854.9145054234573,37.89802346598946
1310,0,0.0,0.0,1306.1934141821732,35.3395620297425
1480,1,1.0,0.0,2171.6812973439937,34.126416293038915
1410,0,0.0,0.0,2052.3440234914533,29.043038536501534
1370,0,0.0,0.0,2075.1371755954024,41.21579309089386
1330,1,1.0,1.0,1865.0970453754205,26.796329188749176
1190,0,0.0,0.0,1185.973140168841,24.690210544427533
1210,1,1.0,1.0,1550.8475785807066,32.85252461895817
1470,0,0.0,0.0,2080.170671582066,25.182891775459943
1330,1,1.0,1.0,1080.444407422971,27.290268607501556
1340,1,0.0,0.0,1511.7663241612634,33.30476526537759
1440,0,0.0,0.0,1745.9094387225712,32.20337559927808
1670,1,1.0,0.0,2177.2129123872096,24.3046374484477
1240,1,0.0,0.0,1350.870196151068,37.62663241917849
1410,0,0.0,0.0,1713.6210541217401,29.57293206004877
1710,1,1.0,1.0,2655.992909017939,33.00810652749662
1620,0,0.0,0.0,2419.2950065695886,35.476541074992895
1550,1,1.0,0.0,2253.673170501471,25.171907728305076
1390,0,0.0,0.0,1610.9914415368414,28.511874234879144
1350,0,0.0,0.0,1628.0344794846067,32.305279161516495
1220,1,1.0,1.0,1498.5575991960914,28.16613970918682
1230,0,0.0,0.0,1629.11151720607,31.216416802743268
1360,1,0.0,0.0,1814.1333013599428,27.091335244698314
1520,0,0.0,0.0,2327.943368442234,23.609518349720908
1220,0,0.0,0.0,1195.90311824868,36.20919515485028
1190,0,0.0,0.0,1436.1269112434723,38.7470742204583
1400,1,1.0,0.0,2119.162117310162,26.182698424199625
1360,0,0.0,0.0,1550.3366963389174,28.965178061605073
1470,1,1.0,1.0,1874.6823800061193,31.043611150148468
1540,0,0.0,0.0,1740.8374749821544,25.718989045973576
1220,1,1.0,1.0,1392.10993595209,35.51630669517584
1200,1,1.0,1.0,1591.1988808326857,30.28130976490331
1570,1,1.0,1.0,2176.3407596792163,25.651213580386
1380,1,1.0,1.0,1464.471013551279,22.31758957326094
1070,0,0.0,0.0,955.4701046163475,32.04474143150156
1440,1,1.0,0.0,2148.8924680804953,29.067146782216355
1310,0,0.0,0.0,1420.6495112652947,41.35020153595406
1220,1,1.0,0.0,1406.3332223974396,30.842744239617023
1430,0,0.0,0.0,2044.7467927240034,26.681200270293225
1430,0,0.0,0.0,1735.8968267166774,26.287733349867658
1650,1,1.0,0.0,2658.757735258898,37.904128732083606
1790,1,1.0,1.0,3191.6142868101742,31.63344236441902
1520,0,0.0,0.0,2143.8758179807555,25.658920984267297
1410,0,0.0,0.0,1714.7064949095593,24.916309697117335
1200,1,1.0,1.0,1150.116001891072,30.64668724358145
1130,0,0.0,0.0,1293.9307654093557,41.23099112498882
1060,0,0.0,0.0,1295.9374508501548,44.040783543610964
1440,1,0.0,0.0,1949.3360121292615,23.78094587361703
1300,0,0.0,0.0,1590.7814305820941,25.562670353111884
1360,0,0.0,0.0,1376.2334461946311,22.677664837124496
1270,1,0.0,0.0,1304.85216734977,30.486296250231497
1610,0,0.0,0.0,2710.1622697087782,33.52060303145559
1330,1,1.0,0.0,1790.3849069898104,33.29879069695037
1340,0,0.0,0.0,1758.9972778528534,32.75419469922226
1510,0,0.0,0.0,2117.7814720788,27.086691999948933
1710,0,0.0,0.0,2575.8101057649424,25.06988043108724
1470,0,0.0,0.0,2669.669746345061,35.633137767513816
1410,1,1.0,1.0,2137.549250824789,28.598732256391084
1300,1,0.0,0.0,1476.3430076555758,31.905409875663988
1590,0,0.0,0.0,2325.6538629627,23.273305414444234
1380,0,0.0,0.0,1701.4975953860453,34.83637118215094
1200,1,0.0,0.0,1459.2405544077963,39.070770041105774
1270,0,0.0,0.0,1627.1995527016245,29.807406283635476
1530,1,1.0,1.0,1936.6170046223988,30.08141398498778
1320,1,1.0,1.0,1792.3364824177322,27.315333367181957
1160,1,1.0,1.0,963.2430693727429,25.52806639391931
1430,1,1.0,1.0,1655.0182488905414,30.759316928395982
1700,0,0.0,0.0,2402.767718247067,33.100823403376076
1300,1,1.0,0.0,1398.1702350028963,25.533524413547102
1460,1,1.0,1.0,2182.9789093708623,33.65377245489597
1190,0,0.0,0.0,1517.2548759087147,30.507611052068565
1410,1,1.0,1.0,1723.4756837608688,27.74245853084028
1330,1,1.0,1.0,1708.7288453380897,35.02281187937653
1420,0,0.0,0.0,2012.0984844809986,28.37774923926136
1340,0,0.0,0.0,1621.4570904020966,33.33751843576537
1230,0,0.0,0.0,1151.866200707911,31.02157785796972
1250,0,0.0,0.0,1511.9098822646542,33.27459680105759
1540,1,1.0,0.0,2023.0104609466948,35.86313594610931
1280,0,0.0,0.0,1691.8777206064747,33.5626012170331
1390,1,1.0,0.0,2580.299546840465,32.07429457758673
1450,1,1.0,1.0,1665.9360111339108,20.260721793929612
1360,0,0.0,0.0,1797.9946029174066,27.987037118800217
1100,0,0.0,0.0,1247.8173647498963,31.678493464501795
1180,0,0.0,0.0,949.619042123015,34.40374686103876
1520,0,0.0,0.0,2365.7348362498724,31.613444167875794
1520,1,1.0,1.0,1941.4203301340735,20.85767407450559
1200,1,1.0,1.0,942.2923736591971,34.5273158675379
1420,0,0.0,0.0,1821.6371697942097,31.151653559078646
1390,1,0.0,0.0,1799.1651075611255,32.33819747078607
1260,1,1.0,1.0,1555.9711142746942,34.89710923436165
1300,0,0.0,0.0,1403.0136690472575,30.640113466511853
1340,1,1.0,1.0,1710.0097316889596,25.642600431135246
1590,0,0.0,0.0,2619.6908582885117,24.55441463037568
1440,1,1.0,1.0,1822.7929525864954,30.54051251331874
1260,0,0.0,0.0,1747.586920757864,27.6978391262225
1390,0,0.0,0.0,2109.8656727655857,31.55424431753326
1320,1,1.0,1.0,1548.2412968451224,26.91281164815112
1200,0,0.0,0.0,1205.4193765027626,28.5115766503765
1830,0,0.0,0.0,2931.164162108288,28.519974105358358
1550,1,1.0,1.0,1897.510195974466,24.757558744159546
1220,0,0.0,0.0,1614.0221705219044,31.72569233853261
1270,0,0.0,0.0,1455.8344295500694,33.67972763066281
1400,0,0.0,0.0,1422.4026384195279,28.1379662700413
1500,0,0.0,0.0,2471.7766790476844,30.953978999177775
1200,0,0.0,0.0,1048.760805146299,40.931856073893854
1090,1,1.0,0.0,1100.7161097866178,30.319336791505847
1210,1,1.0,1.0,1109.2800552537926,24.893964197381457
1350,0,0.0,0.0,1735.7617175561174,27.44278570151814
1690,0,0.0,0.0,2338.866625587373,33.6166277726806
1340,1,1.0,0.0,1736.9915609538175,31.902868425053388
1480,1,1.0,0.0,2077.8890189032913,30.083549769838285
1530,1,1.0,1.0,2263.625748777385,34.865700407179844
1520,1,1.0,1.0,2103.9923864837865,24.01120790626171
1300,1,1.0,1.0,1221.4044378430567,25.784535685155415
1440,1,1.0,1.0,1761.609016455251,34.70434188968437
1340,1,1.0,1.0,1787.8666658965055,32.292238756721986
1520,0,0.0,0.0,2024.5114495407606,27.343745649136686
1240,1,1.0,1.0,1157.2963003265174,32.187788067841836
1280,0,0.0,0.0,1468.2505199166692,34.15662211998558
1480,1,1.0,0.0,2197.7195730019866,28.766692484132356
1200,0,0.0,0.0,1720.8748155391013,34.930977350754944
1510,1,0.0,0.0,2114.7390189740486,35.68923966951324
1410,0,0.0,0.0,1735.534450945427,34.60903366045609
1370,1,1.0,1.0,2186.56005195797,30.65976132580453
1620,0,0.0,0.0,2440.436541982996,25.722707928052426
1520,0,0.0,0.0,2009.2426408969357,27.050291435960393
1150,0,0.0,0.0,1360.8438883133615,34.91215824494313
1430,0,0.0,0.0,2022.2312447486274,27.87846469081394
1390,0,0.0,0.0,1915.353831357489,32.68985844184845
1390,0,0.0,0.0,1761.9808772993033,34.119290696785384
1320,0,0.0,0.0,1686.8132502290828,29.125802825323344
1500,1,1.0,1.0,2246.491408036465,34.54044789034739
1280,0,0.0,0.0,1361.5191667694662,27.05316196021055
1420,0,0.0,0.0,1959.7039583981107,38.501013940806004
1440,1,1.0,1.0,2050.579718879097,30.0429464474571
1330,0,0.0,0.0,2017.421056524981,27.777273255888634
1400,1,0.0,0.0,2010.5163868394943,37.08730965579504
1190,0,0.0,0.0,1335.2895838875488,33.90145125403369
1300,1,1.0,1.0,2131.5136350092494,39.382196556387484
990,1,1.0,0.0,926.2460364991294,32.389823726853486
1440,0,0.0,0.0,1800.7098709451764,27.324988114414438
1110,1,1.0,1.0,1165.2468523540879,21.808462225964966
1230,0,0.0,0.0,1462.8375473394049,35.08161347429385
1450,1,1.0,0.0,1616.3080745407833,31.15353102279454
1300,0,0.0,0.0,1325.2678401809112,31.869481910703346
1340,0,0.0,0.0,2156.4937014031952,35.65241321509414
1420,0,0.0,0.0,1757.969580758435,34.1010844058773
1520,1,0.0,0.0,2022.9820538927481,29.831477365536387
1550,0,0.0,0.0,2556.6250000491777,27.315326889462504
1570,1,1.0,1.0,2069.5421612326845,26.46735078592955
1300,1,0.0,0.0,1739.4046295590422,32.18819692707878
1500,0,0.0,0.0,1905.0246235585141,32.5332432066752
1700,0,0.0,0.0,2829.794586456984,32.250205283097465
1320,1,1.0,1.0,1427.919337904874,30.383556425121125
1440,1,0.0,0.0,2007.1006312178095,25.01295330575626
1540,1,1.0,1.0,2132.739917255588,36.06081395987608
1280,0,0.0,0.0,1606.5444157833908,24.097356899893278
1540,1,1.0,1.0,2198.3160710910697,35.77188932142333
1640,1,1.0,0.0,2884.938062260385,30.17012134518268
1450,0,0.0,0.0,2014.0360037992455,34.4583531595401
1740,1,1.0,1.0,2690.4571465778304,29.35349396604235
1310,1,1.0,1.0,1659.8671981781606,28.34936433537009
1530,1,1.0,1.0,2095.6356594088347,32.87573907752572
1290,1,1.0,0.0,1804.4527229909797,33.952897553784695
1630,0,0.0,0.0,2163.898401868787,20.382884846828592
1280,1,1.0,1.0,1199.012127895269,28.50237149780965
1130,1,1.0,1.0,1205.0976620413285,27.24411817833398
1170,0,0.0,0.0,1423.4965222317967,25.236139502540915
1290,0,0.0,0.0,1280.3218437595272,22.994848233033828
1430,0,0.0,0.0,1712.4483925436962,34.36913104560281
1320,1,1.0,1.0,1281.327515062454,43.28489798676811
1650,0,0.0,0.0,2214.815125257801,19.304296829813175
1390,1,1.0,0.0,2042.7407471116333,32.2213042856437
1270,1,1.0,1.0,1429.188613997318,23.2036824461647
1530,1,1.0,1.0,2352.6310146555525,32.07083451988322
1350,1,1.0,1.0,1503.6337840108606,28.747911189342386
1210,1,1.0,1.0,1166.4164234571099,19.960769281268476
1610,0,0.0,0.0,2432.3477719395555,33.81658575507288
1400,0,0.0,0.0,1722.0519779672775,36.909945548212136
1380,0,0.0,0.0,2037.775104346601,40.67775674571024
1270,0,0.0,0.0,1378.804813464067,27.837342661911777
1570,0,0.0,0.0,2375.882696864296,23.771090198634464
1230,1,1.0,0.0,1163.682145176987,32.31920562340472
1490,1,1.0,1.0,1758.1713791433494,24.420980713954236
1380,0,0.0,0.0,1757.3094465344464,26.056933072876866
1400,0,0.0,0.0,1907.051293321544,36.246705264052906
1260,0,0.0,0.0,1541.4445958731553,31.637107148036105
1280,0,0.0,0.0,1583.8942609054182,19.845101893489055
1600,0,0.0,0.0,2224.381807138624,30.604324143047553
1370,1,1.0,1.0,1648.2949980431185,32.9895820695914
1400,0,0.0,0.0,1529.7619035033608,16.11581204548666
1180,1,1.0,1.0,1449.0345220901338,24.881604203388356
1430,0,0.0,0.0,1954.710800454347,30.314436860870188
1540,0,0.0,0.0,2372.5270354332656,27.76003680562478
1260,0,0.0,0.0,1414.1098055909854,25.185745922573236
1580,0,0.0,0.0,2239.9037276251415,31.279234581478548
